drug_name,ndc_code,hcpcs_code,numerator_strength,mbu_increment,mbu_increments_per_bottle,mbus_per_package,package_quantity,ndc_unit_sum
Ondansetron,53002-0600-02,,8,,,,6,0
Ondansetron,53002-0600-03,,8,,,,10,0
Ondansetron,53002-0600-04,,8,,,,30,0
Ondansetron,53002-1633-01,,4,,,,50,0
Ondansetron,53217-0300-05,,8,,,,5,0
Ondansetron,53217-0300-06,,8,,,,6,0
Ondansetron,53217-0300-10,,8,,,,10,0
Ondansetron,53217-0300-12,,8,,,,12,0
Ondansetron,53217-0300-13,,8,,,,4,0
Ondansetron,53217-0300-15,,8,,,,15,0
Ondansetron,53217-0300-20,,8,,,,20,0
Ondansetron,53217-0300-30,,8,,,,30,0
Ondansetron,53217-0300-31,,8,,,,3,0
Ondansetron,53217-0300-60,,8,,,,60,0
Ondansetron,53217-0360-01,,8,,,,10,0
Ondansetron,53217-0382-10,,4,,,,10,0
Ondansetron,54348-0819-00,,4,,,,1,0
Ondansetron,54348-0819-02,,4,,,,1,0
Ondansetron,54348-0819-04,,4,,,,1,0
Ondansetron,54348-0819-06,,4,,,,1,0
Ondansetron,54348-0819-08,,4,,,,1,0
Ondansetron,54838-0555-50,,4,,,,50,0
Ondansetron,55045-3848-09,,4,,,,30,0
Ondansetron,55154-3680-00,,4,,,,10,0
Ondansetron,55154-3683-00,,8,,,,10,0
Ondansetron,55154-5369-00,,4,,,,1,0
Ondansetron,55154-5431-00,,4,,,,10,0
Ondansetron,55700-0064-06,,8,,,,6,0
Ondansetron,55700-0064-10,,8,,,,10,0
Ondansetron,55700-0064-12,,8,,,,12,0
Ondansetron,55700-0064-20,,8,,,,20,0
Ondansetron,55700-0064-30,,8,,,,30,0
Ondansetron,55700-0484-10,,8,,,,10,0
Ondansetron,55700-0484-12,,8,,,,12,0
Ondansetron,55700-0484-20,,8,,,,20,0
Ondansetron,55700-0484-30,,8,,,,30,0
Ondansetron,55700-0672-10,,4,,,,10,0
Ondansetron,55700-0672-30,,4,,,,30,0
Ondansetron,55700-0672-65,,4,,,,30,0
Ondansetron,57237-0077-10,,4,,,,3,0
Ondansetron,57237-0077-30,,4,,,,30,0
Ondansetron,57237-0078-10,,8,,,,3,0
Ondansetron,57237-0078-30,,8,,,,30,0
Ondansetron,58118-0450-08,,4,,,,30,0
Ondansetron,60687-0252-67,,4,,,,5,0
Ondansetron,60687-0252-86,,4,,,,3,0
Ondansetron,60760-0305-10,,4,,,,10,0
Ondansetron,60760-0306-10,,8,,,,10,0
Ondansetron,61919-0087-10,,8,,,,10,0
Ondansetron,61919-0087-30,,8,,,,30,0
Ondansetron,61919-0087-60,,8,,,,60,0
Ondansetron,61919-0218-10,,8,,,,10,0
Ondansetron,61919-0464-10,,4,,,,10,0
Ondansetron,61919-0464-30,,4,,,,30,0
Ondansetron,61919-0545-10,,4,,,,10,0
Ondansetron,61919-0545-30,,4,,,,30,0
Ondansetron,61919-0565-10,,4,,,,1,0
Ondansetron,61919-0565-12,,4,,,,12,0
Ondansetron,61919-0565-20,,4,,,,20,0
Ondansetron,61919-0565-30,,4,,,,30,0
Ondansetron,61919-0565-90,,4,,,,90,0
Ondansetron,61919-0986-10,,8,,,,10,0
Ondansetron,61919-0986-30,,8,,,,30,0
Ondansetron,62756-0240-64,,4,,,,3,0
Ondansetron,62756-0240-83,,4,,,,30,0
Ondansetron,62756-0356-64,,8,,,,3,0
Ondansetron,62756-0356-66,,8,,,,1,0
Ondansetron,62756-0356-83,,8,,,,30,0
Ondansetron,63187-0002-10,,4,,,,10,0
Ondansetron,63187-0002-15,,4,,,,15,0
Ondansetron,63187-0002-20,,4,,,,20,0
Ondansetron,63187-0002-30,,4,,,,30,0
Ondansetron,63187-0065-10,,8,,,,10,0
Ondansetron,63187-0065-15,,8,,,,15,0
Ondansetron,63187-0065-20,,8,,,,20,0
Ondansetron,63187-0065-30,,8,,,,30,0
Ondansetron,63187-0065-60,,8,,,,60,0
Ondansetron,63187-0065-90,,8,,,,90,0
Ondansetron,63187-0199-10,,8,,,,10,0
Ondansetron,63187-0236-10,,4,,,,10,0
Ondansetron,63187-0236-15,,4,,,,15,0
Ondansetron,63187-0236-20,,4,,,,20,0
Ondansetron,63187-0256-20,,4,,,,20,0
Ondansetron,63187-0256-30,,4,,,,30,0
Ondansetron,63187-0266-10,,8,,,,10,0
Ondansetron,63187-0266-15,,8,,,,15,0
Ondansetron,63187-0266-20,,8,,,,20,0
Ondansetron,63187-0266-30,,8,,,,30,0
Ondansetron,63187-0379-03,,4,,,,3,0
Ondansetron,63187-0379-05,,4,,,,5,0
Ondansetron,63187-0379-10,,4,,,,10,0
Ondansetron,63187-0379-12,,4,,,,12,0
Ondansetron,63187-0379-15,,4,,,,15,0
Ondansetron,63187-0379-20,,4,,,,20,0
Ondansetron,63187-0379-30,,4,,,,30,0
Ondansetron,63187-0483-10,,8,,,,10,0
Ondansetron,63187-0483-15,,8,,,,15,0
Ondansetron,63187-0483-20,,8,,,,20,0
Ondansetron,63187-0513-10,,8,,,,10,0
Ondansetron,63187-0513-15,,8,,,,15,0
Ondansetron,63187-0513-20,,8,,,,20,0
Ondansetron,63187-0513-30,,8,,,,30,0
Ondansetron,63187-0526-03,,4,,,,3,0
Ondansetron,63187-0526-05,,4,,,,5,0
Ondansetron,63187-0526-06,,4,,,,6,0
Ondansetron,63187-0526-10,,4,,,,10,0
Ondansetron,63187-0526-15,,4,,,,15,0
Ondansetron,63187-0526-20,,4,,,,20,0
Ondansetron,63187-0526-30,,4,,,,30,0
Ondansetron,63187-0670-10,,4,,,,10,0
Ondansetron,63187-0670-15,,4,,,,15,0
Ondansetron,63187-0670-20,,4,,,,20,0
Ondansetron,63187-0670-30,,4,,,,30,0
Ondansetron,63187-0693-10,,8,,,,10,0
Ondansetron,63187-0693-15,,8,,,,15,0
Ondansetron,63187-0693-20,,8,,,,20,0
Ondansetron,63187-0693-30,,8,,,,30,0
Ondansetron,63304-0346-05,,4,,,,500,0
Ondansetron,63304-0346-30,,4,,,,30,0
Ondansetron,63304-0346-69,,4,,,,1,0
Ondansetron,63304-0347-05,,8,,,,500,0
Ondansetron,63304-0347-30,,8,,,,30,0
Ondansetron,63304-0347-69,,8,,,,1,0
Ondansetron,63304-0458-30,,4,,,,30,0
Ondansetron,63304-0459-30,,8,,,,30,0
Ondansetron,63629-4014-00,,4,,,,30,0
Ondansetron,63629-4014-01,,4,,,,10,0
Ondansetron,63629-4014-02,,4,,,,15,0
Ondansetron,63629-4014-03,,4,,,,20,0
Ondansetron,63629-4014-04,,4,,,,5,0
Ondansetron,63629-4014-05,,4,,,,3,0
Ondansetron,63629-4014-06,,4,,,,14,0
Ondansetron,63629-4014-07,,4,,,,60,0
Ondansetron,63629-4014-08,,4,,,,9,0
Ondansetron,63629-4014-09,,4,,,,6,0
Ondansetron,63629-4306-00,,8,,,,3,0
Ondansetron,63629-4306-01,,8,,,,30,0
Ondansetron,63629-4306-02,,8,,,,10,0
Ondansetron,63629-4306-03,,8,,,,5,0
Ondansetron,63629-4306-04,,8,,,,4,0
Ondansetron,63629-4306-05,,8,,,,6,0
Ondansetron,63629-4306-06,,8,,,,14,0
Ondansetron,63629-4306-07,,8,,,,60,0
Ondansetron,63629-4306-08,,8,,,,12,0
Ondansetron,63629-4306-09,,8,,,,90,0
Ondansetron,63629-5073-01,,4,,,,30,0
Ondansetron,63629-5073-02,,4,,,,10,0
Ondansetron,63629-5083-01,,4,,,,10,0
Ondansetron,63629-5083-02,,4,,,,30,0
Ondansetron,63629-7513-01,,4,,,,30,0
Ondansetron,63629-7513-02,,4,,,,20,0
Ondansetron,63629-7513-03,,4,,,,10,0
Ondansetron,63629-7513-04,,4,,,,6,0
Ondansetron,63629-7513-05,,4,,,,60,0
Ondansetron,63629-7513-06,,4,,,,9,0
Ondansetron,63629-7513-07,,4,,,,5,0
Ondansetron,63629-7513-08,,4,,,,15,0
Ondansetron,63629-7513-09,,4,,,,3,0
Ondansetron,63629-7951-01,,4,,,,15,0
Ondansetron,63739-0333-10,,8,,,,10,0
Ondansetron,65084-0333-10,,8,,,,10,0
Ondansetron,65162-0691-79,,4,,,,50,0
Ondansetron,65862-0208-04,,4,,,,1,0
Ondansetron,65862-0208-50,,4,,,,1,0
Ondansetron,65862-0390-10,,4,,,,3,0
Ondansetron,65862-0390-19,,4,,,,10000,0
Ondansetron,65862-0390-30,,4,,,,30,0
Ondansetron,65862-0391-10,,8,,,,3,0
Ondansetron,65862-0391-30,,8,,,,30,0
Ondansetron,65862-0391-66,,8,,,,6000,0
Ondansetron,67296-1294-03,,4,,,,3,0
Ondansetron,67877-0169-30,Q0162,4,1,4,4,30,0
Ondansetron,67877-0170-30,Q0162,8,1,8,8,30,0
Ondansetron,68001-0246-04,Q0162,4,1,120,120,30,0
Ondansetron,68001-0246-16,Q0162,4,1,40,40,10,0
Ondansetron,68001-0246-17,Q0162,4,1,120,120,30,0
Ondansetron,68001-0247-04,Q0162,8,1,240,240,30,0
Ondansetron,68001-0247-17,Q0162,8,1,240,240,30,0
Ondansetron,68001-0247-55,,8,,,,10,0
Ondansetron,68071-1547-01,,8,,,,10,0
Ondansetron,68071-1649-05,,4,,,,50,0
Ondansetron,68071-1658-01,,8,,,,10,0
Ondansetron,68071-1730-03,,8,,,,30,0
Ondansetron,68071-1804-03,,4,,,,30,0
Ondansetron,68071-1904-01,,4,,,,10,0
Ondansetron,68071-1904-02,,4,,,,2,0
Ondansetron,68071-1904-03,,4,,,,3,0
Ondansetron,68071-1904-04,,4,,,,4,0
Ondansetron,68071-1904-06,,4,,,,6,0
Ondansetron,68071-1968-01,,4,,,,10,0
Ondansetron,68071-1968-02,,4,,,,2,0
Ondansetron,68071-1968-03,,4,,,,3,0
Ondansetron,68071-1968-04,,4,,,,4,0
Ondansetron,68071-1968-06,,4,,,,6,0
Ondansetron,68071-1977-02,,4,,,,2,0
Ondansetron,68071-1977-04,,4,,,,4,0
Ondansetron,68071-1987-01,,4,,,,10,0
Ondansetron,68071-1987-02,,4,,,,2,0
Ondansetron,68071-1987-03,,4,,,,3,0
Ondansetron,68071-1987-04,,4,,,,4,0
Ondansetron,68071-1987-06,,4,,,,6,0
Ondansetron,68071-3028-02,,4,,,,2,0
Ondansetron,68071-3028-04,,4,,,,4,0
Ondansetron,68071-3195-02,,4,,,,2,0
Ondansetron,68071-3195-04,,4,,,,4,0
Ondansetron,68071-3268-01,,4,,,,10,0
Ondansetron,68071-3268-02,,4,,,,2,0
Ondansetron,68071-3268-03,,4,,,,3,0
Ondansetron,68071-3268-04,,4,,,,4,0
Ondansetron,68071-3268-06,,4,,,,6,0
Ondansetron,68071-3275-05,,4,,,,50,0
Ondansetron,68071-4115-02,,4,,,,2,0
Ondansetron,68071-4115-04,,4,,,,4,0
Ondansetron,68071-4190-03,,4,,,,30,0
Ondansetron,68071-4409-01,,4,,,,10,0
Ondansetron,68071-4409-02,,4,,,,2,0
Ondansetron,68071-4409-03,,4,,,,3,0
Ondansetron,68071-4409-04,,4,,,,4,0
Ondansetron,68071-4409-06,,4,,,,6,0
Ondansetron,68071-4426-02,,4,,,,2,0
Ondansetron,68071-4426-04,,4,,,,4,0
Ondansetron,68071-4513-03,,8,,,,30,0
Ondansetron,68071-4529-01,,8,,,,10,0
Ondansetron,68071-4529-04,,8,,,,4,0
Ondansetron,68071-4566-01,,8,,,,10,0
Ondansetron,68071-4570-03,,8,,,,30,0
Ondansetron,68071-4594-03,,4,,,,30,0
Ondansetron,68071-4717-03,,4,,,,30,0
Ondansetron,68071-4834-01,,4,,,,10,0
Ondansetron,68071-4881-04,,4,,,,4,0
Ondansetron,68071-4911-05,,4,,,,50,0
Ondansetron,68071-5021-03,,4,,,,10,0
Ondansetron,68258-7068-01,,4,,,,10,0
Ondansetron,68258-7068-06,,4,,,,6,0
Ondansetron,68462-0105-30,Q0162,4,1,120,120,30,0
Ondansetron,68462-0105-33,,4,,,,1,0
Ondansetron,68462-0106-30,Q0162,8,1,240,240,30,0
Ondansetron,68462-0106-33,,8,,,,1,0
Ondansetron,68462-0157-13,Q0162,4,1,120,120,30,0
Ondansetron,68462-0158-11,Q0162,8,1,80,80,10,0
Ondansetron,68462-0158-13,Q0162,8,1,240,240,30,0
Ondansetron,68788-9329-01,,4,,,,10,0
Ondansetron,68788-9329-03,,4,,,,3,0
Ondansetron,68788-9329-05,,4,,,,5,0
Ondansetron,68788-9559-01,,8,,,,10,0
Ondansetron,68788-9559-03,,8,,,,3,0
Ondansetron,68788-9559-05,,8,,,,5,0
Ondansetron,68788-9670-01,,4,,,,10,0
Ondansetron,68788-9670-03,,4,,,,3,0
Ondansetron,68788-9670-05,,4,,,,5,0
Ondansetron,68788-9770-01,,8,,,,10,0
Ondansetron,68788-9770-03,,8,,,,3,0
Ondansetron,68788-9770-05,,8,,,,5,0
Ondansetron,70518-0021-00,,4,,,,12,0
Ondansetron,70518-0042-00,,4,,,,20,0
Ondansetron,70518-0042-01,,4,,,,6,0
Ondansetron,70518-0042-02,,4,,,,30,0
Ondansetron,70518-0042-03,,4,,,,4,0
Ondansetron,70518-0235-00,,8,,,,10,0
Ondansetron,70518-0291-00,,4,,,,3,0
Ondansetron,70518-0291-01,,4,,,,6,0
Ondansetron,70518-0480-00,,8,,,,30,0
Ondansetron,70518-0480-01,,8,,,,6,0
Ondansetron,70518-0828-00,,8,,,,6,0
Ondansetron,70518-0828-01,,8,,,,30,0
Ondansetron,70518-0829-00,,4,,,,6,0
Ondansetron,70518-0829-01,,4,,,,30,0
Ondansetron,70518-0892-00,,4,,,,30,0
Ondansetron,70518-1198-00,,4,,,,15,0
Ondansetron,70934-0206-87,,8,,,,6,0
Ondansetron,70934-0206-88,,8,,,,8,0
Ondansetron,70934-0206-95,,8,,,,10,0
Ondansetron,70934-0206-99,,8,,,,12,0
Ondansetron,70934-0294-95,,4,,,,10,0
Ondansetron,71205-0109-50,,4,,,,50,0
Ondansetron,71335-0132-00,,4,,,,60,0
Ondansetron,71335-0132-01,,4,,,,10,0
Ondansetron,71335-0132-02,,4,,,,3,0
Ondansetron,71335-0132-03,,4,,,,30,0
Ondansetron,71335-0132-04,,4,,,,15,0
Ondansetron,71335-0132-05,,4,,,,6,0
Ondansetron,71335-0132-06,,4,,,,4,0
Ondansetron,71335-0132-07,,4,,,,90,0
Ondansetron,71335-0132-08,,4,,,,12,0
Ondansetron,71335-0132-09,,4,,,,20,0
Ondansetron,71335-0491-00,,4,,,,30,0
Ondansetron,71335-0491-01,,4,,,,10,0
Ondansetron,71335-0491-02,,4,,,,15,0
Ondansetron,71335-0491-03,,4,,,,20,0
Ondansetron,71335-0491-04,,4,,,,5,0
Ondansetron,71335-0491-05,,4,,,,3,0
Ondansetron,71335-0491-06,,4,,,,14,0
Ondansetron,71335-0491-07,,4,,,,60,0
Ondansetron,71335-0491-08,,4,,,,9,0
Ondansetron,71335-0491-09,,4,,,,6,0
Ondansetron,71335-0496-00,,4,,,,30,0
Ondansetron,71335-0496-01,,4,,,,10,0
Ondansetron,71335-0496-02,,4,,,,15,0
Ondansetron,71335-0496-03,,4,,,,20,0
Ondansetron,71335-0496-04,,4,,,,5,0
Ondansetron,71335-0496-05,,4,,,,3,0
Ondansetron,71335-0496-06,,4,,,,14,0
Ondansetron,71335-0496-07,,4,,,,60,0
Ondansetron,71335-0496-08,,4,,,,9,0
Ondansetron,71335-0496-09,,4,,,,6,0
Ondansetron,71335-0650-00,,4,,,,90,0
Ondansetron,71335-0650-01,,4,,,,30,0
Ondansetron,71335-0650-02,,4,,,,20,0
Ondansetron,71335-0650-03,,4,,,,10,0
Ondansetron,71335-0650-04,,4,,,,6,0
Ondansetron,71335-0650-05,,4,,,,60,0
Ondansetron,71335-0650-06,,4,,,,9,0
Ondansetron,71335-0650-07,,4,,,,5,0
Ondansetron,71335-0650-08,,4,,,,15,0
Ondansetron,71335-0650-09,,4,,,,3,0
Ondansetron,71335-0657-00,,4,,,,30,0
Ondansetron,71335-0657-01,,4,,,,10,0
Ondansetron,71335-0657-02,,4,,,,15,0
Ondansetron,71335-0657-03,,4,,,,20,0
Ondansetron,71335-0657-04,,4,,,,5,0
Ondansetron,71335-0657-05,,4,,,,3,0
Ondansetron,71335-0657-06,,4,,,,14,0
Ondansetron,71335-0657-07,,4,,,,60,0
Ondansetron,71335-0657-08,,4,,,,9,0
Ondansetron,71335-0657-09,,4,,,,6,0
Ondansetron,71335-0815-00,,8,,,,5,0
Ondansetron,71335-0815-01,,8,,,,10,0
Ondansetron,71335-0815-02,,8,,,,15,0
Ondansetron,71335-0815-03,,8,,,,4,0
Ondansetron,71335-0815-04,,8,,,,3,0
Ondansetron,71335-0815-05,,8,,,,12,0
Ondansetron,71335-0815-06,,8,,,,20,0
Ondansetron,71335-0815-07,,8,,,,30,0
Ondansetron,71335-0815-08,,8,,,,60,0
Ondansetron,71335-0815-09,,8,,,,6,0
Ondansetron,71335-0816-00,,4,,,,60,0
Ondansetron,71335-0816-01,,4,,,,10,0
Ondansetron,71335-0816-02,,4,,,,3,0
Ondansetron,71335-0816-03,,4,,,,30,0
Ondansetron,71335-0816-04,,4,,,,15,0
Ondansetron,71335-0816-05,,4,,,,6,0
Ondansetron,71335-0816-06,,4,,,,4,0
Ondansetron,71335-0816-07,,4,,,,90,0
Ondansetron,71335-0816-08,,4,,,,12,0
Ondansetron,71335-0816-09,,4,,,,20,0
Ondansetron,71335-0831-01,,4,,,,30,0
Ondansetron,71335-0831-02,,4,,,,20,0
Ondansetron,71335-0831-03,,4,,,,10,0
Ondansetron,71335-0831-04,,4,,,,6,0
Ondansetron,71335-0831-05,,4,,,,60,0
Ondansetron,71335-0831-06,,4,,,,9,0
Ondansetron,71335-0831-07,,4,,,,5,0
Ondansetron,71335-0831-08,,4,,,,15,0
Ondansetron,71335-0831-09,,4,,,,3,0
Ondansetron,71930-0017-30,,4,,,,30,0
Ondansetron,71930-0018-30,,8,,,,30,0
Ondansetron,75921-0459-10,,8,,,,10,0
Piqray,00078-0701-84,,200,,,,1,0
Piqray,00078-0708-02,,150,,,,2,0
Piqray,00078-0708-91,,150,,,,1,0
Piqray,00078-0715-02,,0,,,,2,
Piqray,00078-0715-91,,0,,,,1,
Potassium Chloride,00121-0841-15,,40,,,,10,0
Potassium Chloride,00121-1680-15,,20,,,,10,0
Potassium Chloride,00121-1680-16,,20,,,,473,0
Potassium Chloride,00121-2520-30,,40,,,,10,0
Potassium Chloride,00245-5315-01,,600,,,,100,0
Potassium Chloride,00245-5315-11,,600,,,,100,0
Potassium Chloride,00245-5315-15,,600,,,,500,0
Potassium Chloride,00245-5316-01,,750,,,,100,0
Potassium Chloride,00245-5316-11,,750,,,,100,0
Potassium Chloride,00245-5316-15,,750,,,,500,0
Potassium Chloride,00378-4560-05,,8,,,,500,0
Potassium Chloride,00378-4560-77,,8,,,,90,0
Potassium Chloride,00378-4561-05,,10,,,,500,0
Potassium Chloride,00378-4561-77,,10,,,,90,0
Potassium Chloride,00574-0180-01,,600,,,,100,0
Potassium Chloride,00574-0181-01,,750,,,,100,0
Potassium Chloride,00574-0181-05,,750,,,,500,0
Potassium Chloride,00574-0181-90,,750,,,,90,0
Potassium Chloride,00603-1542-58,,20,,,,473,0
Potassium Chloride,00603-1543-58,,40,,,,473,0
Potassium Chloride,00603-1554-04,,1.5,,,,100,0
Potassium Chloride,00603-1554-16,,1.5,,,,30,0
Potassium Chloride,00615-1318-05,,750,,,,15,0
Potassium Chloride,00615-1318-31,,750,,,,31,0
Potassium Chloride,00615-1318-39,,750,,,,30,0
Potassium Chloride,00615-7646-05,,750,,,,15,0
Potassium Chloride,00615-7646-31,,750,,,,31,0
Potassium Chloride,00615-7646-39,,750,,,,30,0
Potassium Chloride,00615-7694-05,,750,,,,15,0
Potassium Chloride,00615-7694-14,,750,,,,14,0
Potassium Chloride,00615-7694-30,,750,,,,6,0
Potassium Chloride,00615-7694-31,,750,,,,31,0
Potassium Chloride,00615-7694-39,,750,,,,30,0
Potassium Chloride,00615-7867-05,,10,,,,15,0
Potassium Chloride,00615-7867-39,,10,,,,30,0
Potassium Chloride,00615-7940-05,,20,,,,15,0
Potassium Chloride,00615-7940-30,,20,,,,6,0
Potassium Chloride,00615-7940-39,,20,,,,30,0
Potassium Chloride,00615-8013-05,,10,,,,15,0
Potassium Chloride,00615-8013-39,,10,,,,30,0
Potassium Chloride,00615-8212-05,,10,,,,15,0
Potassium Chloride,00615-8212-39,,10,,,,30,0
Potassium Chloride,00781-1516-01,,600,,,,100,0
Potassium Chloride,00781-1516-05,,600,,,,500,0
Potassium Chloride,00781-1516-10,,600,,,,1000,0
Potassium Chloride,00781-1526-01,,750,,,,100,0
Potassium Chloride,00781-1526-05,,750,,,,500,0
Potassium Chloride,00781-1526-10,,750,,,,1000,0
Potassium Chloride,00781-5710-01,,750,,,,100,0
Potassium Chloride,00781-5710-10,,750,,,,1000,0
Potassium Chloride,00781-5720-01,,1500,,,,100,0
Potassium Chloride,00781-5720-05,,1500,,,,500,0
Potassium Chloride,00781-5720-10,,1500,,,,1000,0
Potassium Chloride,00832-5322-10,,600,,,,1000,0
Potassium Chloride,00832-5322-11,,600,,,,100,0
Potassium Chloride,00832-5323-10,,750,,,,1000,0
Potassium Chloride,00832-5323-11,,750,,,,100,0
Potassium Chloride,00832-5324-10,,750,,,,1000,0
Potassium Chloride,00832-5324-11,,750,,,,100,0
Potassium Chloride,00832-5325-10,,1500,,,,1000,0
Potassium Chloride,00832-5325-11,,1500,,,,100,0
Potassium Chloride,00832-5325-15,,1500,,,,500,0
Potassium Chloride,00904-6068-61,,750,,,,100,0
Potassium Chloride,00904-6507-61,,1500,,,,100,0
Potassium Chloride,10370-0219-01,,8,,,,100,0
Potassium Chloride,10370-0219-05,,8,,,,500,0
Potassium Chloride,10370-0220-01,,10,,,,100,0
Potassium Chloride,10370-0220-05,,10,,,,500,0
Potassium Chloride,10544-0528-30,,20,,,,30,0
Potassium Chloride,10544-0565-30,,750,,,,30,0
Potassium Chloride,10544-0565-90,,750,,,,90,0
Potassium Chloride,16714-0824-01,,750,,,,100,0
Potassium Chloride,16714-0824-02,,750,,,,500,0
Potassium Chloride,17856-1542-01,,20,,,,15,0
Potassium Chloride,17856-1542-03,,20,,,,30,0
Potassium Chloride,17856-1543-01,,20,,,,15,0
Potassium Chloride,21695-0711-30,,10,,,,30,0
Potassium Chloride,21695-0711-90,,10,,,,90,0
Potassium Chloride,21695-0712-30,,20,,,,30,0
Potassium Chloride,33261-0215-14,,750,,,,14,0
Potassium Chloride,33261-0215-30,,750,,,,30,0
Potassium Chloride,33261-0376-30,,20,,,,30,0
Potassium Chloride,40032-0168-01,,1.3,,,,473,0
Potassium Chloride,40032-0169-01,,2.6,,,,473,0
Potassium Chloride,40032-0194-30,,1.5,,,,30,0
Potassium Chloride,40032-0194-31,,1.5,,,,100,0
Potassium Chloride,40032-0910-01,,8,,,,100,0
Potassium Chloride,40032-0910-05,,8,,,,500,0
Potassium Chloride,40032-0911-05,,10,,,,500,0
Potassium Chloride,40032-0911-09,,10,,,,90,0
Potassium Chloride,40032-0912-01,,8,,,,100,0
Potassium Chloride,40032-0912-05,,8,,,,500,0
Potassium Chloride,40032-0912-11,,8,,,,750,0
Potassium Chloride,40032-0913-01,,10,,,,100,0
Potassium Chloride,40032-0913-05,,10,,,,500,0
Potassium Chloride,40032-0915-01,,10,,,,100,0
Potassium Chloride,40032-0915-05,,10,,,,500,0
Potassium Chloride,40032-0915-09,,10,,,,90,0
Potassium Chloride,40032-0915-10,,10,,,,1000,0
Potassium Chloride,40032-0917-01,,20,,,,100,0
Potassium Chloride,40032-0917-04,,20,,,,400,0
Potassium Chloride,40032-0917-09,,20,,,,90,0
Potassium Chloride,40032-0917-10,,20,,,,1000,0
Potassium Chloride,42291-0506-01,,750,,,,100,0
Potassium Chloride,42291-0506-50,,750,,,,500,0
Potassium Chloride,42291-0507-01,,1500,,,,100,0
Potassium Chloride,42291-0507-50,,1500,,,,500,0
Potassium Chloride,42291-0678-90,,600,,,,90,0
Potassium Chloride,42291-0679-50,,750,,,,500,0
Potassium Chloride,42543-0103-01,,8,,,,100,0
Potassium Chloride,42543-0103-05,,8,,,,500,0
Potassium Chloride,42543-0103-10,,8,,,,1000,0
Potassium Chloride,42543-0104-01,,10,,,,100,0
Potassium Chloride,42543-0104-05,,10,,,,500,0
Potassium Chloride,42543-0104-10,,10,,,,1000,0
Potassium Chloride,42543-0124-01,,750,,,,100,0
Potassium Chloride,42543-0124-05,,750,,,,500,0
Potassium Chloride,42543-0124-10,,750,,,,1000,0
Potassium Chloride,42543-0125-01,,1125,,,,100,0
Potassium Chloride,42543-0125-05,,1125,,,,500,0
Potassium Chloride,42543-0125-10,,1125,,,,1000,0
Potassium Chloride,42543-0126-01,,1500,,,,100,0
Potassium Chloride,42543-0126-05,,1500,,,,500,0
Potassium Chloride,42543-0126-10,,1500,,,,1000,0
Potassium Chloride,42543-0133-01,,600,,,,100,0
Potassium Chloride,42543-0133-05,,600,,,,500,0
Potassium Chloride,42543-0134-01,,750,,,,100,0
Potassium Chloride,42543-0134-05,,750,,,,500,0
Potassium Chloride,42543-0270-01,,10,,,,100,0
Potassium Chloride,42543-0270-05,,10,,,,500,0
Potassium Chloride,42543-0271-01,,20,,,,100,0
Potassium Chloride,42543-0271-05,,20,,,,500,0
Potassium Chloride,42806-0094-01,,1.5,,,,100,0
Potassium Chloride,42806-0094-30,,1.5,,,,30,0
Potassium Chloride,43063-0829-01,,1500,,,,100,0
Potassium Chloride,43063-0977-01,,750,,,,100,0
Potassium Chloride,43063-0978-01,,600,,,,100,0
Potassium Chloride,43063-0984-30,,1500,,,,30,0
Potassium Chloride,43353-0215-30,,20,,,,30,0
Potassium Chloride,43353-0215-45,,20,,,,45,0
Potassium Chloride,43353-0215-53,,20,,,,60,0
Potassium Chloride,43353-0215-60,,20,,,,90,0
Potassium Chloride,43353-0215-70,,20,,,,120,0
Potassium Chloride,43353-0215-73,,20,,,,135,0
Potassium Chloride,43353-0215-80,,20,,,,180,0
Potassium Chloride,43353-0215-92,,20,,,,270,0
Potassium Chloride,43386-0168-01,,20,,,,473,0
Potassium Chloride,43386-0169-01,,40,,,,473,0
Potassium Chloride,43386-0915-01,,10,,,,100,0
Potassium Chloride,43386-0915-05,,10,,,,500,0
Potassium Chloride,43386-0915-09,,10,,,,90,0
Potassium Chloride,43386-0915-10,,10,,,,1000,0
Potassium Chloride,43386-0917-01,,20,,,,100,0
Potassium Chloride,43386-0917-04,,20,,,,400,0
Potassium Chloride,43386-0917-05,,20,,,,500,0
Potassium Chloride,43386-0917-09,,20,,,,90,0
Potassium Chloride,43386-0917-10,,20,,,,1000,0
Potassium Chloride,48433-0217-40,,20,,,,40,0
Potassium Chloride,48433-0218-40,,40,,,,40,0
Potassium Chloride,48433-0322-10,,1500,,,,100,0
Potassium Chloride,48433-0323-10,,750,,,,100,0
Potassium Chloride,49999-0740-30,,20,,,,30,0
Potassium Chloride,49999-0740-90,,20,,,,90,0
Potassium Chloride,50090-0794-00,,1500,,,,30,0
Potassium Chloride,50090-0794-01,,1500,,,,60,0
Potassium Chloride,50090-0794-02,,1500,,,,90,0
Potassium Chloride,50090-0795-00,,20,,,,30,0
Potassium Chloride,50090-0795-01,,20,,,,60,0
Potassium Chloride,50090-0795-02,,20,,,,90,0
Potassium Chloride,50090-1326-00,,750,,,,30,0
Potassium Chloride,50090-1326-01,,750,,,,100,0
Potassium Chloride,50090-1326-02,,750,,,,90,0
Potassium Chloride,50090-1326-03,,750,,,,60,0
Potassium Chloride,50090-2113-00,,1500,,,,30,0
Potassium Chloride,50090-2257-00,,750,,,,30,0
